start the A market get data program at 21:24:49
http://quotes.money.163.com/hs/service/diyrank.php?host=http%3A%2F%2Fquotes.money.163.com%2Fhs%2Fservice%2Fdiyrank.php&page=0&query=STYPE%3AEQA&fields=NO%2CNAME%2CSYMBOL%2CVOLUME&sort=SYMBOL&order=asc&count=5000&type=query      SYMBOL    NAME  DATE     VOLUME
786   002327     富安娜  None    2018663
787   002328    新朋股份  None    2523292
788   002329    皇氏集团  None    2492880
789   002330     得利斯  None   25427800
790   002331    皖通科技  None     918060
791   002332    仙琚制药  None   51739115
792   002333   _st罗普  None    1631600
793   002334     英威腾  None    2488938
794   002335    科华恒盛  None    1076223
795   002336   _st人乐  None     666230
796   002337    赛象科技  None    1720600
797   002338    奥普光电  None    3339200
798   002339    积成电子  None    1039212
799   002340     格林美  None   72479295
800   002341    新纶科技  None   10320000
801   002342    巨力索具  None    2359900
802   002343    慈文传媒  None    4735318
803   002344    海宁皮城  None    2663353
804   002345     潮宏基  None    6110300
805   002346    柘中股份  None     438595
806   002347    泰尔股份  None    1766606
807   002348    高乐股份  None    7135800
808   002349    精华制药  None    1222600
809   002350    北京科锐  None    1021242
810   002351     漫步者  None   68370786
811   002352    顺丰控股  None    7532219
812   002353    杰瑞股份  None   12891355
813   002354    天神娱乐  None   27187530
814   002355    兴民智通  None   10853728
815   002356   _st赫美  None    8119320
816   002357    富临运业  None    1528200
817   002358    森源电气  None    5508176
818   002359   _st北讯  None   17664579
819   002360    同德化工  None    1038600
820   002361    神剑股份  None    2850017
821   002362    汉王科技  None    2745001
822   002363    隆基机械  None    7116771
823   002364    中恒电气  None    5021300
824   002365    永安药业  None    1736050
825   002366    台海核电  None    4779500
826   002367    康力电梯  None   16750298
827   002368    太极股份  None   13039072
828   002369    卓翼科技  None   27702339
829   002370    亚太药业  None    9877098
830   002371    北方华创  None   13602278
831   002372    伟星新材  None   14553516
832   002373    千方科技  None    5999650
833   002374    丽鹏股份  None    1823395
834   002375    亚厦股份  None    4539423
835   002376     新北洋  None    3074986
836   002377    国创高新  None    2864040
837   002378    章源钨业  None    5387802
838   002379    宏创控股  None    6767904
839   002380    科远智慧  None    1081798
840   002381    双箭股份  None    2366803
841   002382    蓝帆医疗  None    3187908
842   002383    合众思壮  None    7033328
843   002384    东山精密  None   25145668
844   002385     大北农  None   20896436
845   002386    天原集团  None    2572600
846   002387     维信诺  None    7963611
847   002388    新亚制程  None    5543979
848   002389    航天彩虹  None    2322756
849   002390    信邦制药  None   10298385
850   002391    长青股份  None     942800
851   002392    北京利尔  None    3581600
852   002393    力生制药  None     585206
853   002394    联发股份  None     439100
854   002395    双象股份  None     620400
855   002396    星网锐捷  None   10973983
856   002397    梦洁股份  None    6569000
857   002398    垒知集团  None    5195671
858   002399     海普瑞  None    8920275
859   002400    省广集团  None   10570778
860   002401    中远海科  None    2209588
861   002402     和而泰  None   26830485
862   002403     爱仕达  None    1154752
863   002404    嘉欣丝绸  None    4536328
864   002405    四维图新  None  114829462
865   002406    远东传动  None    1030200
866   002407     多氟多  None   21159318
867   002408    齐翔腾达  None    4143669
868   002409    雅克科技  None    5943600
869   002410     广联达  None   10837343
870   002411    延安必康  None    8033056
871   002412    汉森制药  None    3499710
872   002413    雷科防务  None    5727230
873   002414    高德红外  None    5408236
874   002415    海康威视  None   28199971
875   002416     爱施德  None   10304633
876   002417    深南股份  None   20408788
877   002418    康盛股份  None   85593479
878   002419    天虹股份  None    2606743
879   002420   _st毅昌  None    1564100
880   002421    达实智能  None    9998582
881   002422    科伦药业  None    6080413
882   002423    中粮资本  None    1753300
883   002424    贵州百灵  None    6128652
884   002425    凯撒文化  None   21447307
885   002426    胜利精密  None   21563200
886   002427   _st尤夫  None    1169300
887   002428    云南锗业  None   11834387
888   002429    兆驰股份  None   19868946
889   002430    杭氧股份  None    7437266
890   002431    棕榈股份  None    4029899
891   002432    九安医疗  None    1719351
892   002433     太安堂  None    4139500
893   002434     万里扬  None    4715918
894   002435    长江健康  None    1405050
895   002436    兴森科技  None   37647603
896   002437    誉衡药业  None   11884565
897   002438    江苏神通  None    2211330
898   002439    启明星辰  None    5716951
899   002440    闰土股份  None    5052996
900   002441     众业达  None    1449382
901   002442    龙星化工  None    7122200
902   002443    金洲管道  None    4791505
903   002444    巨星科技  None    3793053
904   002445    st中南  None   12123501
905   002446    盛路通信  None   20023840
906   002447    晨鑫科技  None   19441233
907   002448    中原内配  None    1280300
908   002449    国星光电  None    7852837
909   002450   _st康得  None          0
910   002451    摩恩电气  None    4559385
911   002452    长高集团  None    3638100
912   002453    华软科技  None    6591900
913   002454    松芝股份  None    1761507
914   002455    百川股份  None   21681510
915   002456     欧菲光  None  127278788
916   002457    青龙管业  None    2445310
917   002458    益生股份  None   34076957
918   002459    天业通联  None    1903580
919   002460    赣锋锂业  None   63180281
920   002461    珠江啤酒  None    5508018
921   002462     嘉事堂  None    1085500
922   002463    沪电股份  None   45105064
923   002464    众应互联  None   21362592
924   002465    海格通信  None   14780438
925   002466    天齐锂业  None   46384715
926   002467     二六三  None   12919656
927   002468    申通快递  None    5094248
928   002469    三维工程  None    2360200
929   002470     金正大  None   34989149
930   002471    中超控股  None    9447450
931   002472    双环传动  None    1995897
932   002473     圣莱达  None     636900
933   002474    榕基软件  None    4671658
934   002475    立讯精密  None  101562532
935   002476    宝莫股份  None    9836870
936   002478    常宝股份  None    5197600
937   002479    富春环保  None   11969566
938   002480    新筑股份  None    1423202
939   002481    双塔食品  None   21288769
940   002482    广田集团  None    4439891
941   002483    润邦股份  None   10262753
942   002484    江海股份  None    6555776
943   002485     希努尔  None    2230460
944   002486     嘉麟杰  None   32035100
945   002487    大金重工  None    6798800
946   002488    金固股份  None    8693242
947   002489    浙江永强  None   26687364
948   002490    山东墨龙  None    1234490
949   002491    通鼎互联  None    4269430
950   002492    恒基达鑫  None   23546488
951   002493    荣盛石化  None    6203215
952   002494    华斯股份  None    2720700
953   002495    佳隆股份  None    1623200
954   002496    辉丰股份  None    4194620
955   002497    雅化集团  None   27262303
956   002498    汉缆股份  None    6981750
957   002499   _st科林  None     722311
958   002500    山西证券  None    6116823
959   002501   _st利源  None   10044200
960   002502    鼎龙文化  None   85738260
961   002503     搜于特  None   12820917
962   002504    弘高创意  None    3310122
963   002505    大康农业  None   30252780
964   002506    协鑫集成  None   88021656
965   002507    涪陵榨菜  None    7546964
966   002508    老板电器  None   14223950
967   002509    天广中茂  None   21215164
968   002510     天汽模  None    5469800
969   002511    中顺洁柔  None    9458326
970   002512    达华智能  None   20564626
971   002513    蓝丰生化  None    6494178
972   002514    宝馨科技  None    3471500
973   002515    金字火腿  None   19231320
974   002516    旷达科技  None    2183900
975   002517    恺英网络  None   61911571
976   002518     科士达  None    6778745
977   002519    银河电子  None    3708640
978   002520    日发精机  None    1208808
979   002521    齐峰新材  None    3039321
980   002522    浙江众成  None    2943608
981   002523    天桥起重  None    8109385
982   002524    光正集团  None   34116611
